"","x"
"10465","16:68395164"
"10466","3:195509880"
"10467","3:195506569"
"10468","12:72070509"
"10469","17:15641610"
"10470","1:196712577"
"10471","12:11183793"
"10472","6:29912280"
"10473","12:49522578"
"10474","16:30236595"
"10475","14:22102293"
"10476","10:88992641"
"10477","16:15045766"
"10478","22:29138096"
"10479","13:95735408"
"10480","1:179957818"
"10481","19:47424921"
"10482","16:70698152"
"10483","6:51947237"
"10484","18:12125657"
"10485","3:195505855"
"10486","3:195513173"
"10487","6:33052736"
"10488","10:64159520"
"10489","12:42499714"
"10490","10:129883370"
"10491","8:17014282"
"10492","7:121653122"
"10493","3:188882426"
"10494","7:120075802"
"10495","7:8639452"
"10496","14:19553852"
"10497","5:131607300"
"10498","1:27786744"
"10499","12:11174416"
"10500","1:204436066"
"10501","11:11373508"
"10502","7:138270657"
"10503","2:130952038"
"10504","19:52716327"
"10505","4:106519961"
"10506","7:143453778"
"10507","15:99251356"
"10508","9:125512788"
"10509","16:1291178"
"10510","2:228884786"
"10511","4:88537088"
"10512","5:149456772"
"10513","1:206566861"
"10514","13:99083496"
"10515","9:34724059"
"10516","12:11506749"
"10517","4:98956811"
"10518","3:134898742"
"10519","11:119148966"
"10520","7:45123065"
"10521","12:53207606"
"10522","13:113333878"
"10523","16:84779180"
"10524","23:73811938"
"10525","22:21065645"
"10526","18:56203256"
"10527","2:97845650"
"10528","21:40012656"
"10529","6:12290906"
"10530","23:100749041"
"10531","12:129298815"
"10532","3:10183864"
"10533","3:10183872"
"10534","19:56424532"
"10535","6:32188297"
"10536","11:114425774"
"10537","22:38895461"
"10538","11:85395569"
"10539","5:134464526"
"10540","3:41277275"
"10541","22:23546579"
"10542","3:45638371"
"10543","2:174820750"
"10544","10:71906150"
"10545","15:75981976"
"10546","22:35817553"
"10547","3:44283672"
"10548","23:118604935"
"10549","17:263622"
"10550","5:19638665"
"10551","2:222307534"
"10552","11:47359111"
"10553","17:58524293"
"10554","19:50249950"
"10555","17:39296422"
"10556","17:40834668"
"10557","3:46751098"
"10558","1:13696090"
"10559","18:51795967"
"10560","1:176060494"
"10561","23:153042698"
"10562","2:149226632"
"10563","19:50322605"
"10564","16:57562804"
"10565","6:36073364"
"10566","17:74288410"
"10567","1:89449237"
"10568","19:31817995"
"10569","12:5603608"
"10570","5:180278393"
"10571","1:145360649"
"10572","1:1275264"
"10573","9:139397675"
"10574","6:32546856"
"10575","2:141625833"
"10576","9:133593040"
"10577","1:144816621"
"10578","9:131019397"
"10579","6:16327906"
"10580","2:31596492"
"10581","11:32413566"
"10582","15:74914517"
"10583","9:86535779"
"10584","11:61906374"
"10585","13:79176510"
"10586","6:43589395"
"10587","17:34855508"
"10588","11:319843"
"10589","5:136581476"
"10590","12:120609280"
"10591","6:167129562"
"10592","4:190876173"
"10593","2:242814009"
"10594","21:42830672"
"10595","3:97852083"
"10596","9:69416170"
"10597","1:45292866"
"10598","10:24914229"
"10599","9:113128858"
"10600","1:146398425"
"10601","9:79324134"
"10602","9:121929759"
"10603","16:84224884"
"10604","11:61658800"
"10605","1:37270690"
"10606","18:19995558"
"10607","19:9251220"
"10608","19:21607526"
"10609","11:1271321"
"10610","2:26421249"
"10611","13:25671456"
"10612","13:25671312"
"10613","13:25671210"
"10614","14:19378321"
"10615","14:19378296"
"10616","17:74017573"
"10617","3:195514366"
"10618","3:195511500"
"10619","4:155241572"
"10620","12:11907229"
"10621","2:46607403"
"10622","17:29562641"
"10623","8:133984058"
"10624","19:40698210"
"10625","12:46230571"
"10626","17:39261933"
"10627","7:84629153"
"10628","22:18834773"
"10629","11:22294457"
"10630","5:115860312"
"10631","1:65307004"
"10632","6:138657595"
"10633","5:112175490"
"10634","5:112175141"
"10635","22:21481271"
"10636","20:61444785"
"10637","9:33395108"
"10638","19:23927314"
"10639","15:79058378"
"10640","7:72436652"
"10641","9:43818062"
"10642","19:5789592"
"10643","15:34820194"
"10644","15:89844688"
"10645","6:137519515"
"10646","21:40023133"
"10647","1:203821508"
"10648","22:23540913"
"10649","3:97983602"
"10650","17:39305619"
"10651","19:21720153"
"10652","16:67917881"
"10653","11:67765162"
"10654","1:248084627"
"10655","6:88229961"
"10656","1:152280265"
"10657","1:152276699"
"10658","1:205631176"
"10659","9:139945522"
"10660","23:140993722"
"10661","1:169366587"
"10662","1:34667784"
"10663","7:140482933"
"10664","6:167550439"
"10665","19:407706"
"10666","7:100638484"
"10667","7:124499165"
"10668","14:31381351"
"10669","8:66635851"
"10670","10:89717708"
"10671","7:20683155"
"10672","15:89857343"
"10673","15:22382655"
"10674","14:75514612"
"10675","10:74923562"
"10676","19:49206985"
"10677","11:60918028"
"10678","17:54366348"
"10679","17:80808218"
"10680","12:10573095"
"10681","19:17160715"
"10682","19:3115012"
"10683","7:98021211"
"10684","2:130832127"
"10685","3:178952020"
"10686","17:39150329"
"10687","18:662103"
"10688","22:37485595"
"10689","15:45361180"
"10690","12:49443790"
"10691","3:76883190"
"10692","17:63534250"
"10693","6:31324516"
"10694","6:31324104"
"10695","6:31324643"
"10696","6:31324025"
"10697","10:91497906"
"10698","9:43685298"
"10699","1:12907798"
"10700","1:16915513"
"10701","18:761259"
"10702","11:100922294"
"10703","1:91979447"
"10704","4:1388757"
"10705","11:1092813"
"10706","10:49388901"
"10707","11:1267917"
"10708","19:40402285"
"10709","1:35260769"
"10710","16:2225556"
"10711","21:32525345"
"10712","19:59028629"
"10713","12:6602286"
"10714","12:11183485"
"10715","1:179504037"
"10716","11:1017988"
"10717","19:21300550"
"10718","4:9269892"
"10719","23:37027156"
"10720","2:45235720"
"10721","5:112824054"
"10722","5:112824066"
"10723","1:12855835"
"10724","11:124252422"
"10725","11:124253161"
"10726","15:23686598"
"10727","11:125763567"
"10728","12:118140932"
"10729","1:6313938"
"10730","3:195514733"
"10731","13:48934194"
"10732","12:96337183"
"10733","19:45912736"
"10734","6:33048628"
"10735","4:140811108"
"10736","10:57106467"
"10737","8:142367400"
"10738","18:44555147"
"10739","11:1092621"
"10740","19:17435802"
"10741","5:147665576"
"10742","8:120220779"
"10743","15:47873477"
"10744","9:35674228"
"10745","9:117372"
"10746","11:112832405"
"10747","2:133250638"
"10748","6:34725658"
"10749","7:100678616"
"10750","3:134631388"
"10751","11:119149218"
"10752","11:12315180"
"10753","9:116930700"
"10754","17:34499247"
"10755","6:33178996"
"10756","19:52888049"
"10757","1:13111528"
"10758","11:48347130"
"10759","11:48346541"
"10760","15:55912899"
"10761","3:175337077"
"10762","14:81610290"
"10763","14:105418119"
"10764","10:125528178"
"10765","2:97845616"
"10766","2:97808515"
"10767","4:1019074"
"10768","3:75715033"
"10769","17:39274424"
"10770","17:39274319"
"10771","3:191179129"
"10772","1:13448180"
"10773","20:33583331"
"10774","7:72178756"
"10775","1:158609471"
"10776","6:167791524"
"10777","16:66632"
"10778","3:10191558"
"10779","8:144940230"
"10780","13:100909900"
"10781","4:103832611"
"10782","12:53668689"
"10783","17:44771859"
"10784","1:237747956"
"10785","1:237947421"
"10786","19:309983"
"10787","16:14969016"
"10788","17:33520392"
"10789","2:96593000"
"10790","2:96610923"
"10791","6:29910340"
"10792","10:129905896"
"10793","15:75981507"
"10794","20:31021250"
"10795","15:40453497"
"10796","3:161221009"
"10797","7:2957005"
"10798","23:118604030"
"10799","2:96521777"
"10800","3:149051271"
"10801","10:93170250"
"10802","8:86572421"
"10803","15:72873082"
"10804","12:3649787"
"10805","19:52496149"
"10806","1:40713718"
"10807","1:198233503"
"10808","10:91203605"
"10809","19:37488472"
"10810","1:152188999"
"10811","1:152188920"
"10812","1:144826271"
"10813","2:77647766"
"10814","19:36530332"
"10815","10:135439804"
"10816","10:135439746"
"10817","14:45645962"
"10818","11:124267148"
"10819","16:22122657"
"10820","3:48612877"
"10821","14:95662956"
"10822","6:32549607"
"10823","6:32548544"
"10824","17:20768803"
"10825","17:20768730"
"10826","15:40916237"
"10827","9:133598744"
"10828","9:133598584"
"10829","19:48198196"
"10830","5:38923335"
"10831","5:26908448"
"10832","5:26964319"
"10833","23:153688572"
"10834","18:14848820"
"10835","1:29138975"
"10836","22:50277685"
"10837","6:31238010"
"10838","1:153233506"
"10839","3:124732419"
"10840","1:31732618"
"10841","10:98336482"
"10842","4:120241902"
"10843","12:56645860"
"10844","7:100643832"
"10845","14:20940606"
"10846","17:33680811"
"10847","12:9346792"
"10848","10:17152969"
"10849","15:82637460"
"10850","9:33798543"
"10851","1:1452551"
"10852","17:43209642"
"10853","2:9989581"
"10854","2:9989580"
"10855","1:111957524"
"10856","13:25671015"
"10857","9:69200516"
"10858","11:59283138"
"10859","1:196797357"
"10860","9:14775729"
"10861","12:11974586"
"10862","2:233271669"
"10863","13:21562832"
"10864","13:98668980"
"10865","12:52867190"
"10866","5:13894894"
"10867","11:22214877"
"10868","5:23527693"
"10869","19:12542772"
"10870","3:17300094"
"10871","14:59950417"
"10872","7:57188238"
"10873","14:105905473"
"10874","5:38950153"
"10875","2:107039712"
"10876","19:54646887"
"10877","1:100534129"
"10878","19:879943"
"10879","6:32489856"
"10880","15:34820404"
"10881","12:11286214"
"10882","12:57921407"
"10883","14:50623669"
"10884","6:86324623"
"10885","6:148711379"
"10886","18:3188882"
"10887","6:169637694"
"10888","19:33793075"
"10889","11:89531764"
"10890","1:152284478"
"10891","7:56088908"
"10892","7:56087300"
"10893","7:100087058"
"10894","12:110344442"
"10895","14:70924450"
"10896","8:117864217"
"10897","10:89690847"
"10898","7:127670350"
"10899","24:4968655"
"10900","4:70066376"
"10901","10:75148116"
"10902","20:9525085"
"10903","3:178936093"
"10904","10:43604950"
"10905","2:25463308"
"10906","1:248651927"
"10907","4:88415636"
"10908","20:18433273"
"10909","21:22686193"
"10910","10:118618635"
"10911","16:71012855"
"10912","11:108141970"
"10913","3:100091564"
"10914","17:72584764"
"10915","9:69380335"
"10916","20:37239538"
"10917","7:117257347"
"10918","2:178836603"
"10919","1:248202474"
"10920","1:248112754"
"10921","14:23312554"
"10922","2:227661671"
"10923","15:55870525"
"10924","12:42499802"
"10925","1:40235489"
"10926","1:145327548"
"10927","11:1093343"
"10928","13:92498567"
"10929","8:124384901"
"10930","9:84606343"
"10931","7:156433243"
"10932","5:11880632"
"10933","11:94759059"
"10934","3:195507587"
"10935","18:66367726"
"10936","1:104162351"
"10937","9:96097747"
"10938","1:36636632"
"10939","22:29885473"
"10940","23:107976940"
"10941","15:25926179"
"10942","11:119252199"
"10943","12:95044161"
"10944","7:40461693"
"10945","11:124253170"
"10946","3:126220113"
"10947","1:10380789"
"10948","15:79750593"
"10949","15:66727483"
"10950","15:75557692"
"10951","4:118005523"
"10952","12:11214472"
"10953","9:135946015"
"10954","13:31728703"
"10955","16:66420885"
"10956","20:3557346"
"10957","1:12887606"
"10958","5:112175720"
"10959","16:1291608"
"10960","9:117995"
"10961","11:44286629"
"10962","9:18603408"
"10963","22:28928378"
"10964","1:223283910"
"10965","8:12044217"
"10966","7:45124008"
"10967","1:248113040"
"10968","5:59094190"
"10969","11:48347142"
"10970","14:62213115"
"10971","21:14982716"
"10972","19:17397487"
"10973","6:133138134"
"10974","23:54209387"
"10975","17:78306102"
"10976","4:9784542"
"10977","1:206669465"
"10978","12:52115343"
"10979","9:38595886"
"10980","16:24834233"
"10981","1:7811336"
"10982","15:82934786"
"10983","15:82934765"
"10984","2:96593025"
"10985","23:118604006"
"10986","20:33880040"
"10987","5:1238077"
"10988","12:53167395"
"10989","17:67218786"
"10990","1:152186535"
"10991","1:152186222"
"10992","19:12430224"
"10993","1:145324377"
"10994","19:9048764"
"10995","9:139412375"
"10996","9:139399296"
"10997","9:139390861"
"10998","9:139410126"
"10999","12:8329833"
"11000","6:32549611"
"11001","6:32549396"
"11002","6:32548026"
"11003","1:22149935"
"11004","13:21562948"
"11005","12:131456080"
"11006","2:141298674"
"11007","2:141945991"
"11008","17:21319392"
"11009","9:133613565"
"11010","9:133626509"
"11011","9:138413373"
"11012","2:148683692"
"11013","22:39124008"
"11014","12:52845574"
"11015","7:98790650"
"11016","1:152749021"
"11017","9:12775874"
"11018","18:14106244"
"11019","7:150174830"
"11020","7:99913460"
"11021","5:170837543"
"11022","11:89774236"
"11023","4:190864371"
"11024","5:56177872"
"11025","9:135944586"
"11026","11:1605904"
"11027","3:188242681"
"11028","7:100647511"
"11029","5:77745854"
"11030","5:81460215"
"11031","9:140218042"
"11032","21:46012182"
"11033","15:82635194"
"11034","2:61389737"
"11035","19:36234608"
"11036","16:2499786"
"11037","19:51133319"
"11038","2:174820034"
"11039","14:35786436"
"11040","22:37906338"
"11041","13:25671292"
"11042","3:195513397"
"11043","17:29576111"
"11044","11:55406148"
"11045","8:124799557"
"11046","16:74443490"
"11047","2:131390121"
"11048","4:141313508"
"11049","12:25398255"
"11050","4:89052323"
"11051","5:71490955"
"11052","1:65321388"
"11053","19:12429722"
"11054","2:219449370"
"11055","7:57188526"
"11056","10:72633267"
"11057","19:43865333"
"11058","19:43860251"
"11059","17:21319208"
"11060","14:93154552"
"11061","19:7125297"
"11062","19:36297954"
"11063","12:57921008"
"11064","4:55130078"
"11065","5:38370509"
"11066","12:117716495"
"11067","3:185256532"
"11068","10:64573486"
"11069","3:41860994"
"11070","1:148311640"
"11071","10:116931102"
"11072","23:41055862"
"11073","4:141383121"
"11074","4:55599261"
"11075","7:140434588"
"11076","19:407718"
"11077","3:9027504"
"11078","18:57021822"
"11079","10:89692911"
"11080","14:50671139"
"11081","5:143688942"
"11082","19:33487071"
"11083","13:32913843"
"11084","3:178916941"
"11085","3:178936097"
"11086","3:178927974"
"11087","5:137803204"
"11088","19:17932190"
"11089","12:116406925"
"11090","1:223954080"
"11091","10:105793750"
"11092","11:1651615"
"11093","14:45583889"
"11094","2:46707851"
"11095","18:14542693"
"11096","3:75986741"
"11097","4:190947544"
"11098","1:152128689"
"11099","8:109796543"
"11100","1:35578947"
"11101","6:31324036"
"11102","1:7890055"
"11103","22:41574513"
"11104","1:248224451"
"11105","2:29448760"
"11106","6:29911893"
"11107","1:16916476"
"11108","1:235827371"
"11109","1:145299906"
"11110","4:1388867"
"11111","4:1388724"
"11112","13:92858422"
"11113","7:37951817"
"11114","17:78921117"
"11115","7:148027228"
"11116","13:94482847"
"11117","2:219447954"
"11118","2:209315915"
"11119","3:195513493"
"11120","14:24912008"
"11121","1:147092352"
"11122","22:29885564"
"11123","14:20002286"
"11124","11:1016928"
"11125","11:1017041"
"11126","11:1018246"
"11127","11:1016978"
"11128","17:7492950"
"11129","23:110987996"
"11130","19:42791758"
"11131","5:149784736"
"11132","2:203922066"
"11133","4:88537261"
"11134","9:96439004"
"11135","12:6153534"
"11136","12:6128067"
"11137","19:41355896"
"11138","19:56599452"
"11139","1:109656036"
"11140","19:34843646"
"11141","2:153476068"
"11142","1:153907297"
"11143","19:54974318"
"11144","1:240492391"
"11145","1:240370946"
"11146","1:12785494"
"11147","6:11185718"
"11148","14:24769873"
"11149","7:129497303"
"11150","10:127585221"
"11151","8:6479042"
"11152","6:90431375"
"11153","2:179337643"
"11154","13:27255394"
"11155","17:3337057"
"11156","6:158770053"
"11157","12:25380271"
"11158","4:76973049"
"11159","7:17375399"
"11160","11:119148877"
"11161","19:12187307"
"11162","7:56088907"
"11163","17:1490400"
"11164","11:48347100"
"11165","8:65527679"
"11166","22:16449784"
"11167","1:145651253"
"11168","16:89836323"
"11169","20:29624093"
"11170","5:112227939"
"11171","11:56468704"
"11172","6:167790110"
"11173","19:36018407"
"11174","16:66940"
"11175","23:48649565"
"11176","8:144940777"
"11177","2:211054765"
"11178","6:32188603"
"11179","6:32183175"
"11180","6:31926211"
"11181","16:846830"
"11182","15:82934936"
"11183","17:7460517"
"11184","19:4512945"
"11185","4:863515"
"11186","8:106394512"
"11187","22:38511670"
"11188","4:44700622"
"11189","11:49080565"
"11190","13:49991752"
"11191","12:56826758"
"11192","5:1240757"
"11193","1:70548466"
"11194","22:24579049"
"11195","16:2049896"
"11196","2:210887687"
"11197","1:152186417"
"11198","19:49377242"
"11199","6:71665986"
"11200","14:20825321"
"11201","3:47084147"
"11202","7:66660242"
"11203","19:9015364"
"11204","19:52004790"
"11205","23:136113464"
"11206","6:32552056"
"11207","12:52845801"
"11208","22:42908976"
"11209","11:319873"
"11210","6:47624239"
"11211","13:25009441"
"11212","6:96034879"
"11213","23:103495088"
"11214","23:103495090"
"11215","12:50745785"
"11216","19:39760435"
"11217","14:58471373"
"11218","21:43905887"
"11219","16:84228305"
"11220","10:43659419"
"11221","3:1262342"
"11222","13:25671274"
"11223","13:25671195"
"11224","14:81610270"
"11225","9:136518097"
"11226","19:22848028"
"11227","19:36486445"
"11228","10:5690529"
"11229","10:17646059"
"11230","23:151821277"
"11231","19:2099111"
"11232","22:18835523"
"11233","2:240969312"
"11234","19:1220640"
"11235","5:41382221"
"11236","19:43860255"
"11237","2:107049392"
"11238","4:166363188"
"11239","15:79067065"
"11240","2:55544499"
"11241","6:32489822"
"11242","15:66853375"
"11243","12:11286249"
"11244","8:145170440"
"11245","15:64419316"
"11246","20:33762727"
"11247","23:153008476"
"11248","15:20747006"
"11249","15:20739885"
"11250","1:152276377"
"11251","23:140996328"
"11252","2:42990344"
"11253","19:58352661"
"11254","13:100635034"
"11255","9:33385287"
"11256","7:82997096"
"11257","6:167728900"
"11258","3:178952078"
"11259","3:178927345"
"11260","3:178936083"
"11261","5:137803138"
"11262","2:73613068"
"11263","6:393328"
"11264","12:11243947"
"11265","7:37132535"
"11266","6:51938242"
"11267","20:29625875"
"11268","11:19077765"
"11269","3:100342379"
"11270","1:154842201"
"11271","12:76424940"
"11272","19:15918238"
"11273","12:46230691"
"11274","15:21071492"
"11275","19:54848157"
"11276","4:109586690"
"11277","7:37947150"
"11278","19:40376662"
"11279","10:105110749"
"11280","23:8138165"
"11281","6:55739516"
"11282","17:2574888"
"11283","22:21742819"
"11284","19:3186085"
"11285","19:50314470"
"11286","7:70814011"
"11287","11:1857270"
"11288","8:131792892"
"11289","11:1016991"
"11290","11:1017417"
"11291","11:1017883"
"11292","11:1017220"
"11293","18:7080445"
"11294","22:47031654"
"11295","10:27702255"
"11296","4:88537230"
"11297","19:8564466"
"11298","18:12122424"
"11299","1:145497921"
"11300","16:87723726"
"11301","16:87723692"
"11302","20:39990835"
"11303","5:35873660"
"11304","19:5867177"
"11305","12:86272110"
"11306","19:55993876"
"11307","10:124089036"
"11308","11:108044075"
"11309","10:81053475"
"11310","6:31239616"
"11311","6:31238859"
"11312","1:27743965"
"11313","2:74643337"
"11314","11:71772536"
"11315","7:22533119"
"11316","1:12887174"
"11317","8:143763750"
"11318","17:27069002"
"11319","11:55889895"
"11320","11:112832353"
"11321","21:34882131"
"11322","16:18875513"
"11323","14:38061313"
"11324","7:55242447"
"11325","16:23646191"
"11326","3:13679189"
"11327","11:56143125"
"11328","4:103826769"
"11329","19:17006737"
"11330","19:17081709"
"11331","3:14513792"
"11332","4:9784617"
"11333","7:116436097"
"11334","3:10191480"
"11335","2:67631831"
"11336","6:32191688"
"11337","22:38897218"
"11338","5:140712338"
"11339","8:72969263"
"11340","17:79612323"
"11341","8:31691814"
"11342","10:71905569"
"11343","19:460668"
"11344","9:125512575"
"11345","20:18523002"
"11346","17:39394674"
"11347","12:102108345"
"11348","8:55542540"
"11349","7:95216415"
"11350","1:151034535"
"11351","1:152083369"
"11352","19:9026790"
"11353","9:139399368"
"11354","19:14766339"
"11355","6:32552092"
"11356","6:32557479"
"11357","1:153751866"
"11358","17:21318948"
"11359","9:133597898"
"11360","23:39911528"
"11361","13:25009485"
"11362","23:103495171"
"11363","18:14803745"
"11364","4:190876283"
"11365","19:50463044"
"11366","15:28362459"
"11367","15:28483865"
"11368","16:88599703"
"11369","8:143808951"
"11370","19:21477403"
"11371","18:74090964"
"11372","19:53855341"
"11373","7:100639419"
"11374","7:100639177"
"11375","12:133106332"
"11376","16:632138"
"11377","19:1004896"
"11378","1:16385131"
"11379","13:26566064"
"11380","6:160560908"
"11381","19:33612226"
"11382","1:182812425"
"11383","3:39453515"
"11384","7:5372406"
"11385","14:70924566"
"11386","17:18232096"
"11387","10:95986590"
"11388","3:193042732"
"11389","19:16628273"
"11390","1:23757586"
"11391","10:115439643"
"11392","5:13886235"
"11393","8:73980094"
"11394","12:131007688"
"11395","20:44141331"
"11396","8:118900752"
"11397","5:35874643"
"11398","12:112207358"
"11399","6:118015332"
"11400","6:117996865"
"11401","23:44929077"
"11402","16:23315588"
"11403","6:32485524"
"11404","11:1629395"
"11405","15:28200311"
"11406","11:123886546"
"11407","1:152284576"
"11408","19:20807297"
"11409","9:5090934"
"11410","10:89692892"
"11411","10:74894375"
"11412","1:53158524"
"11413","19:56274424"
"11414","2:130877782"
"11415","1:230798966"
"11416","16:74425769"
"11417","19:54692171"
"11418","6:167592601"
"11419","1:176526002"
"11420","12:112926852"
"11421","11:125452303"
"11422","6:47684077"
"11423","6:42074133"
"11424","6:31324830"
"11425","6:31322459"
"11426","7:11432162"
"11427","6:29910276"
"11428","16:55862720"
"11429","8:104684444"
"11430","1:16890671"
"11431","11:4703482"
"11432","4:1388376"
"11433","4:1388817"
"11434","4:1389156"
"11435","10:105461508"
"11436","9:35906601"
"11437","19:40367841"
"11438","17:29527461"
"11439","6:25426768"
"11440","6:117128327"
"11441","23:107977810"
"11442","11:1016713"
"11443","5:177646421"
"11444","16:22545756"
"11445","1:248801601"
"11446","13:28367061"
"11447","13:114477737"
"11448","1:12854097"
"11449","9:89771226"
"11450","19:56539808"
"11451","15:66729175"
"11452","11:1093129"
"11453","1:89599070"
"11454","1:175660162"
"11455","6:8417615"
"11456","13:19748188"
"11457","1:158261127"
"11458","16:1291831"
"11459","18:13826391"
"11460","19:1488242"
"11461","1:27023909"
"11462","10:61444183"
"11463","9:34725069"
"11464","4:73213012"
"11465","19:22156850"
"11466","19:7935863"
"11467","9:101900288"
"11468","20:10273541"
"11469","11:48346791"
"11470","4:103832650"
"11471","11:94278312"
"11472","14:105417326"
"11473","8:87076520"
"11474","9:32633591"
"11475","5:169111328"
"11476","12:72038786"
"11477","3:10183769"
"11478","12:11546771"
"11479","18:46453463"
"11480","7:100802412"
"11481","17:33520323"
"11482","2:96617102"
"11483","17:39254013"
"11484","3:164737556"
"11485","8:11996086"
"11486","1:12919574"
"11487","19:1789556"
"11488","10:129196025"
"11489","10:81319092"
"11490","9:130413866"
"11491","1:156814027"
"11492","18:18534948"
"11493","10:105815204"
"11494","6:114181220"
"11495","1:152187554"
"11496","4:60303"
"11497","5:74410403"
"11498","3:432431"
"11499","3:47125385"
"11500","1:145360624"
"11501","11:124267189"
"11502","9:139397774"
"11503","12:52845531"
"11504","16:53890280"
"11505","11:74203308"
"11506","7:48443570"
"11507","17:6928047"
"11508","22:50617600"
"11509","17:55028125"
"11510","1:227068322"
"11511","15:28447562"
"11512","16:1270502"
"11513","19:21477016"
"11514","12:6840167"
"11515","1:22922546"
"11516","21:47754449"
"11517","21:46012181"
"11518","1:1599888"
"11519","12:8854260"
"11520","12:25380279"
"11521","14:19377862"
"11522","20:30070268"
"11523","14:70924602"
"11524","3:195510636"
"11525","7:20826487"
"11526","11:75605404"
"11527","16:29054944"
"11528","3:151148126"
"11529","2:107073501"
"11530","2:107021599"
"11531","6:44221453"
"11532","7:92325101"
"11533","19:33444519"
"11534","2:112615888"
"11535","17:35298121"
"11536","21:40024644"
"11537","12:50745822"
"11538","7:130310389"
"11539","1:161495338"
"11540","23:2833605"
"11541","1:109276145"
"11542","7:140481417"
"11543","7:100637887"
"11544","7:100644303"
"11545","3:121351321"
"11546","9:5088903"
"11547","10:89692923"
"11548","22:42523514"
"11549","12:50939473"
"11550","7:100855933"
"11551","7:53103958"
"11552","12:57603947"
"11553","11:120350644"
"11554","8:82644910"
"11555","19:39330868"
"11556","6:114292112"
"11557","12:11244149"
"11558","6:137113137"
"11559","14:38679790"
"11560","19:9361751"
"11561","6:31324931"
"11562","1:154842228"
"11563","4:95170839"
"11564","9:135782221"
"11565","1:12907350"
"11566","1:16909129"
"11567","3:10188315"
"11568","20:25848617"
"11569","1:145299824"
"11570","1:23885599"
"11571","22:48929569"
"11572","16:28617308"
"11573","19:18499422"
"11574","16:87448068"
"11575","1:46751219"
"11576","17:165157"
"11577","9:133543716"
"11578","4:158284133"
"11579","12:11183541"
"11580","19:8176640"
"11581","14:20019785"
"11582","15:90344352"
"11583","2:99070654"
"11584","15:40648398"
"11585","5:141324955"
"11586","15:66729095"
"11587","20:62121866"
"11588","16:28468295"
"11589","2:200648579"
"11590","9:94555668"
"11591","17:36829701"
"11592","1:12888415"
"11593","6:111521029"
"11594","11:48347014"
"11595","21:14982586"
"11596","21:15011856"
"11597","4:174101376"
"11598","17:39274415"
"11599","6:26032069"
"11600","17:40336520"
"11601","16:1825844"
"11602","2:198267489"
"11603","7:12263990"
"11604","15:75982329"
"11605","17:66265367"
"11606","7:2969680"
"11607","8:98289986"
"11608","7:143270001"
"11609","23:118603925"
"11610","9:117166206"
"11611","15:64006408"
"11612","1:152193286"
"11613","1:248458571"
"11614","9:139410120"
"11615","1:120612006"
"11616","6:32546802"
"11617","6:32549582"
"11618","7:66416152"
"11619","9:96377492"
"11620","2:98773131"
"11621","12:56364321"
"11622","5:179079104"
"11623","1:22315762"
"11624","11:9018922"
"11625","6:31238942"
"11626","11:1605983"
"11627","22:37260160"
"11628","5:15937192"
"11629","19:1004710"
"11630","10:72289778"
"11631","6:29911261"
"11632","13:25671667"
"11633","9:101051934"
"11634","11:6579106"
"11635","3:49842272"
"11636","1:65311262"
"11637","19:43865692"
"11638","3:49722502"
"11639","11:55872657"
"11640","17:58740467"
"11641","10:50034833"
"11642","16:64984662"
"11643","15:41797580"
"11644","11:1643267"
"11645","2:220081108"
"11646","1:152276671"
"11647","4:55599332"
"11648","17:1745466"
"11649","7:100639095"
"11650","10:89624245"
"11651","14:50623654"
"11652","4:70079934"
"11653","19:56274193"
"11654","9:104499750"
"11655","23:135314200"
"11656","5:137803186"
"11657","15:34820480"
"11658","2:241621747"
"11659","20:31671221"
"11660","15:23610192"
"11661","12:11244725"
"11662","19:16640598"
"11663","20:3126087"
"11664","1:100584683"
"11665","3:75986695"
"11666","12:27916224"
"11667","9:134174755"
"11668","2:29436860"
"11669","9:43849812"
"11670","1:12907781"
"11671","6:41774681"
"11672","16:11001743"
"11673","16:12031883"
"11674","19:40389741"
"11675","19:40399430"
"11676","11:824992"
"11677","3:196529926"
"11678","1:244217659"
"11679","14:22102439"
"11680","4:71521945"
"11681","23:302058"
"11682","1:248802248"
"11683","2:185798364"
"11684","7:55243754"
"11685","15:40648397"
"11686","19:41355849"
"11687","3:100170634"
"11688","12:11214101"
"11689","5:124079825"
"11690","12:13140570"
"11691","12:11174397"
"11692","11:125618731"
"11693","7:150645534"
"11694","2:130952725"
"11695","4:55979558"
"11696","4:115556197"
"11697","17:1578939"
"11698","7:100678622"
"11699","3:186395572"
"11700","14:81610258"
"11701","3:187454731"
"11702","1:179844861"
"11703","16:15204289"
"11704","4:9784550"
"11705","5:36985090"
"11706","11:18477471"
"11707","1:16893247"
"11708","19:33281924"
"11709","17:39253960"
"11710","23:56296809"
"11711","17:5087040"
"11712","11:63881837"
"11713","5:140563763"
"11714","1:248722671"
"11715","1:152187935"
"11716","8:55539395"
"11717","19:36357220"
"11718","1:205765003"
"11719","16:77233358"
"11720","20:23029695"
"11721","19:9021107"
"11722","5:22316348"
"11723","9:139390152"
"11724","6:32546698"
"11725","6:32546758"
"11726","6:32549357"
"11727","6:32557489"
"11728","21:36382644"
"11729","9:133621773"
"11730","6:3154882"
"11731","7:122038815"
"11732","18:14779969"
"11733","14:105267579"
"11734","14:66974474"
"11735","4:186775957"
"11736","14:20943132"
"11737","1:1132938"
"11738","2:210658553"
